Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Primary_Genre,Decade,Movie_Age,Success_Category,Popularity_Score,Genre_Count
Hero No. 1,1959,131.0,Action,5.949999999999999,55.0,Sultan,Leela Gupte,Kamran,Heera Sawant,Action,1950,65,Average,23.950842559874136,1
Jagga Daku,1959,131.0,"Action, Thriller",5.949999999999999,55.0,Chandrakant,Chandrashekhar,Paidi Jairaj,Jabeen Jalil,Action,1950,65,Average,23.950842559874136,2
Jungle Ki Duniya,1959,131.0,Action,5.949999999999999,55.0,Indira,Kailash Kumar,Unknown,Unknown,Action,1950,65,Average,23.950842559874136,1
Madam XYZ,1959,131.0,"Action, Crime, Mystery",5.949999999999999,55.0,Nanabhai Bhatt,David Abraham,Pran,Shammi,Action,1950,65,Average,23.950842559874136,3
Miss Hunterwali,1959,131.0,Action,5.949999999999999,55.0,Aakkoo,Nihal,Roopmala,Krishna Kumari,Action,1950,65,Average,23.950842559874136,1
Police Station,1959,131.0,Action,5.949999999999999,55.0,Kamran,Krishna Kumari,Habib,Sheikh,Action,1950,65,Average,23.950842559874136,1
Qaidi No. 911,1959,131.0,"Action, Crime",5.949999999999999,55.0,Aspi Irani,Sheikh Mukhtar,Nanda,Mehmood,Action,1950,65,Average,23.950842559874136,2
Smuggler,1959,131.0,Action,5.949999999999999,55.0,Unknown,Unknown,Unknown,Unknown,Action,1950,65,Average,23.950842559874136,1
Toofani Tirandaz,1959,131.0,Action,5.949999999999999,55.0,Kamran,Deep Kumar,Shanta Kumari,Sajjan,Action,1950,65,Average,23.950842559874136,1
Wrong Number,1959,131.0,Action,5.949999999999999,55.0,S.K. Shyam,Kamran,Naazi,Mastana,Action,1950,65,Average,23.950842559874136,1
Zimbo KI Beti,1959,131.0,Action,5.949999999999999,55.0,Manju,Samar Roy,Heera Sawant,Tun Tun,Action,1950,65,Average,23.950842559874136,1
Rani Rupmati,1959,148.0,"Action, Adventure",5.8,24.0,S.N. Tripathi,Bharat Bhushan,Nalini Chonkar,Ulhas,Action,1950,65,Average,18.669479784235563,2
Kali Topi Lal Rumal,1959,129.0,"Musical, Romance",5.7,15.0,Tara Harish,Shakila,Chandrashekhar,Agha,Musical,1950,65,Average,15.803755716766753,2
Do Behnen,1959,131.0,"Drama, Romance",5.5,15.0,Kedar Kapoor,Shyama,Rajendra Kumar,Chand Usmani,Drama,1950,65,Average,15.249237972318797,2
Fashionable Wife,1959,131.0,"Drama, Family",5.4,5.0,B.K. Adarsh,Jaymala Adarsh,Abhi Bhattacharya,Anoop Kumar,Drama,1950,65,Average,9.675501133831498,2
Maa Ke Aansoo,1959,131.0,"Drama, Family",5.4,5.0,Dhirubhai Desai,Ajit,Nalini Jaywant,Neelam,Drama,1950,65,Average,9.675501133831498,2
Madari,1959,124.0,"Action, Fantasy",5.3,17.0,Babubhai Mistry,Chitra,Ranjan,Manher Desai,Action,1950,65,Average,15.318970316849672,2
Duniya Na Mane,1959,131.0,"Drama, Family, Romance",5.2,13.0,V. Avadhoot,Pradeep Kumar,Mala Sinha,Sheikh Mukhtar,Drama,1950,65,Average,13.723098113999344,3
Jawani Ki Hawa,1959,143.0,Drama,5.0,7.0,M. Sadiq,Pradeep Kumar,Vyjayanthimala,Purnima,Drama,1950,65,Average,10.39720770839918,1
Barkha,1959,169.0,Romance,4.9,9.0,R. Krishnan,S. Panju,Jagdeep,Nanda,Romance,1950,65,Average,11.282666955670825,1
Circus Queen,1959,131.0,Action,4.8,5.0,Noshir Engineer,Fearless Nadia,John Cawas,Sheila Kashmiri,Action,1950,65,Average,8.600445452294663,1
Heera Moti,1959,131.0,Drama,4.5,11.0,Krishan Chopra,Shubha Khote,Ashim Kumar,Kumari Naaz,Drama,1950,65,Average,11.182079924046002,1
Tipu Sultan,1959,131.0,Action,3.2,12.0,Anita Guha,Paidi Jairaj,Unknown,Unknown,Action,1950,65,Flop,8.207837943876918,1
Akash Pari,1958,131.0,Fantasy,8.0,55.0,Mohan Sinha,Kusum Pradhan,Ram Singh,Maruti,Fantasy,1950,66,Excellent,32.2028135258812,1
Amar Pyar,1958,131.0,Fantasy,8.0,55.0,Hiralal,Mahipal,Shakila,Unknown,Fantasy,1950,66,Excellent,32.2028135258812,1
Chalta Purza,1958,131.0,Fantasy,8.0,55.0,Atul Chitra,Kamran,Shashikala,Unknown,Fantasy,1950,66,Excellent,32.2028135258812,1
Chalti Ka Naam Gaadi,1958,173.0,"Comedy, Musical, Romance",8.0,1514.0,Satyen Bose,Ashok Kumar,Madhubala,Anoop Kumar,Comedy,1950,66,Excellent,58.585365743547754,3
Daughter of Sindbad,1958,131.0,Fantasy,8.0,55.0,Pran,Paidi Jairaj,Maruti,Nadira,Fantasy,1950,66,Excellent,32.2028135258812,1
Jungle Princess,1958,131.0,Fantasy,8.0,55.0,Homi Wadia,Kamran,Shanta Kumari,Baburao Pahelwan,Fantasy,1950,66,Excellent,32.2028135258812,1
Madhumati,1958,110.0,"Fantasy, Musical, Mystery",8.0,1273.0,Bimal Roy,Dilip Kumar,Vyjayanthimala,Johnny Walker,Fantasy,1950,66,Excellent,57.19933468905687,3
Sair-E-Paristan,1958,131.0,Fantasy,8.0,55.0,Chitra,Kamran,Unknown,Unknown,Fantasy,1950,66,Excellent,32.2028135258812,1
Shan-E-Hatim,1958,131.0,Fantasy,8.0,55.0,Chitra,Daljeet,Tun Tun,Unknown,Fantasy,1950,66,Excellent,32.2028135258812,1
Sim Sim Marjeena,1958,131.0,Fantasy,8.0,55.0,Helen,Mahipal,Shakila,Niranjan Sharma,Fantasy,1950,66,Excellent,32.2028135258812,1
Phir Subha Hogi,1958,168.0,"Drama, Romance",7.5,81.0,Ramesh Saigal,Raj Kapoor,Mala Sinha,Mubarak,Drama,1950,66,Good,33.0503943544819,2
Farishta,1958,131.0,"Crime, Drama, Family",7.4,5.0,Ravindra Dave,Sohrab Modi,Ashok Kumar,Meena Kumari,Crime,1950,66,Good,13.259020072287607,3
Indrani,1958,121.0,Drama,7.3,57.0,Niren Lahiri,Suchitra Sen,Uttam Kumar,Biman Bannerjee,Drama,1950,66,Good,29.641233976988858,1
Lajwanti,1958,120.0,"Drama, Family",7.3,43.0,Narendra Suri,Nargis,Balraj Sahni,Kumari Naaz,Drama,1950,66,Good,27.624584327603305,2
12 O'Clock,1958,132.0,"Crime, Drama, Mystery",7.2,72.0,Pramod Chakravorty,Guru Dutt,Waheeda Rehman,Shashikala,Crime,1950,66,Good,30.891307976268415,3
Sadhna,1958,137.0,Drama,7.2,66.0,B.R. Chopra,Vyjayanthimala,Sunil Dutt,Radhakrishan,Drama,1950,66,Good,30.273786859614955,1
Savera,1958,131.0,"Crime, Drama",7.2,9.0,Satyen Bose,Ashok Kumar,Meena Kumari,Bipin Gupta,Crime,1950,66,Good,16.57861266955713,2
Yahudi,1958,170.0,"Action, Drama, Romance",7.2,216.0,Bimal Roy,Sohrab Modi,Dilip Kumar,Meena Kumari,Action,1950,66,Good,38.73526094549131,3
Bhookailas,1958,174.0,"Drama, Musical",7.1,143.0,K. Shankar,N.T. Rama Rao,Akkineni Nageshwara Rao,Jamuna,Drama,1950,66,Good,35.2856744269896,2
Kala Pani,1958,164.0,"Crime, Musical, Romance",7.1,277.0,Raj Khosla,Dev Anand,Madhubala,Nalini Jaywant,Crime,1950,66,Good,39.95610990720352,3
Balyogi Upmanyu,1958,131.0,Unknown,7.0,55.0,Harsukh Jagneshwar Bhatt,Sulochana Chatterjee,Jeevan,Vinod Mehra,Unknown,1950,66,Good,28.177461835146048,1
Bhala Aadmi,1958,131.0,Unknown,7.0,55.0,Master Bhagwan,Master Bhagwan,Chandrashekhar,Anita Guha,Unknown,1950,66,Good,28.177461835146048,1
Circus Sundari,1958,131.0,Unknown,7.0,55.0,Chandrakant,C.M. Trivedi,Kamal Kapoor,Kamini Kaushal,Unknown,1950,66,Good,28.177461835146048,1
Gauri Shankar,1958,150.0,Unknown,7.0,55.0,Raja Nene,Jeevan,Trilok Kapoor,Sulochana Latkar,Unknown,1950,66,Good,28.177461835146048,1
Gopichand,1958,131.0,Unknown,7.0,55.0,Ishwarlal,Prem Adib,Durga Khote,Shahu Modak,Unknown,1950,66,Good,28.177461835146048,1
Harishchandra,1958,131.0,Unknown,7.0,55.0,Dhirubhai Desai,Sulochana Latkar,Shahu Modak,Unknown,Unknown,1950,66,Good,28.177461835146048,1
Hathkadi,1958,131.0,Unknown,7.0,55.0,Sudarshan Bhatia,Cuckoo,Jabeen Jalil,Motilal,Unknown,1950,66,Good,28.177461835146048,1
Jang Bahadur,1958,131.0,Unknown,7.0,55.0,G.P. Pawar,Chandrashekhar,Purnima,Shashikala,Unknown,1950,66,Good,28.177461835146048,1
Naag Champa,1958,131.0,Unknown,7.0,55.0,Vinod Desai,Manher Desai,Lalita Pawar,Nirupa Roy,Unknown,1950,66,Good,28.177461835146048,1
Naya Kadam,1958,131.0,Unknown,7.0,55.0,S.P. Kalla,Master Bhagwan,Nasir Hussain,Daisy Irani,Unknown,1950,66,Good,28.177461835146048,1
Naya Paisa,1958,131.0,Unknown,7.0,55.0,Aspi Irani,Johnny Walker,Chand Usmani,Agha,Unknown,1950,66,Good,28.177461835146048,1
Neelofar,1958,131.0,Unknown,7.0,55.0,Prem Narayan Arora,Chitra,Suresh,Nishi,Unknown,1950,66,Good,28.177461835146048,1
Pareeksha,1958,131.0,Unknown,7.0,55.0,Yoganand,Anjali Devi,Unknown,Unknown,Unknown,1950,66,Good,28.177461835146048,1
Raj Pratigya,1958,131.0,Unknown,7.0,55.0,Jaswant Jhaveri,Paidi Jairaj,Nirupa Roy,Unknown,Unknown,1950,66,Good,28.177461835146048,1
Ram Bhakta Vibishan,1958,131.0,Unknown,7.0,55.0,Samar Chatterjee,Prem Adib,Krishna Kumari,Shahu Modak,Unknown,1950,66,Good,28.177461835146048,1
School Master,1958,185.0,Unknown,7.0,18.0,B. Ramakrishnaiah Panthulu,B. Ramakrishnaiah Panthulu,M.V. Rajamma,Dikki Madhava Rao,Unknown,1950,66,Good,20.61107285416508,1
Sitamgar,1958,131.0,Unknown,7.0,55.0,T. Prakash Rao,Shivaji Ganesan,Padmini,Ragini,Unknown,1950,66,Good,28.177461835146048,1
Solva Saal,1958,135.0,"Comedy, Romance, Thriller",7.0,140.0,Raj Khosla,Dev Anand,Waheeda Rehman,Jagdev,Comedy,1950,66,Good,34.64131923264718,3
Suhag,1958,131.0,Unknown,7.0,55.0,B. Ramakrishnaiah Panthulu,Shivaji Ganesan,Gemini Ganesan,M.V. Rajamma,Unknown,1950,66,Good,28.177461835146048,1
Sun To Le Hasina,1958,131.0,Unknown,7.0,55.0,Shanti Prakash Bakshi,Ravindra Kapoor,Shashikala,Unknown,Unknown,1950,66,Good,28.177461835146048,1
Taxi Stand,1958,131.0,Unknown,7.0,55.0,Gajanan Jagirdar,Chandrashekhar,Anita Guha,Rajan Haksar,Unknown,1950,66,Good,28.177461835146048,1
Ten O'Clock,1958,131.0,Unknown,7.0,55.0,Jugal Kishore,Geeta Bali,Daisy Irani,Satyendra Kapoor,Unknown,1950,66,Good,28.177461835146048,1
Tessri Gali,1958,131.0,Unknown,7.0,55.0,Kundan Kumar,Prem Adib,Abhi Bhattacharya,Mohan Choti,Unknown,1950,66,Good,28.177461835146048,1
Trolley Driver,1958,131.0,Unknown,7.0,55.0,Gajanan Jagirdar,Master Bhagwan,Cuckoo,Pratima Devi,Unknown,1950,66,Good,28.177461835146048,1
Adalat,1958,139.0,"Drama, Musical, Romance",6.9,36.0,Kalidas,Nargis,Pradeep Kumar,Pran,Drama,1950,66,Good,24.915333597245148,3
Howrah Bridge,1958,153.0,"Musical, Thriller",6.9,200.0,Shakti Samanta,Madhubala,Ashok Kumar,K.N. Singh,Musical,1950,66,Good,36.59280386560762,2
Dilli Ka Thug,1958,131.0,"Action, Comedy, Crime",6.8,56.0,S.D. Narang,Kishore Kumar,Nutan,Amar,Action,1950,66,Good,27.49274862127494,3
Ghar Sansar,1958,131.0,"Drama, Family",6.8,21.0,V.M. Vyas,Balraj Sahni,Nargis,Rajendra Kumar,Drama,1950,66,Good,21.01908868283655,2
Panchayat,1958,134.0,"Drama, Family",6.8,13.0,Lekhraj Bhakri,Raaj Kumar,Pandharibai,Shyama,Drama,1950,66,Good,17.945589841383757,2
Parvarish,1958,129.0,"Drama, Family",6.8,71.0,S. Bannerjee,Raj Kapoor,Mala Sinha,Lalita Pawar,Drama,1950,66,Good,29.081329609309176,2
Talaaq,1958,182.0,Drama,6.7,19.0,Mahesh Kaul,Rajendra Kumar,Kamini Kadam,Sajjan,Drama,1950,66,Good,20.07140623281174,1
Amar Deep,1958,148.0,"Musical, Romance",6.6,38.0,T. Prakash Rao,Dev Anand,Vyjayanthimala,Padmini,Musical,1950,66,Good,24.179506864455664,2
Chandan,1958,158.0,"Comedy, Drama, Family",6.6,55.0,M.V. Raman,Kishore Kumar,Nutan,Mala Sinha,Comedy,1950,66,Good,26.567321158851986,3
Chandu,1958,131.0,Drama,6.6,55.0,Mehmood,Om Prakash,Pran,Shashikala,Drama,1950,66,Good,26.567321158851986,1
Do Mastane,1958,131.0,Comedy,6.6,55.0,Tara Harish,Nisar Ahmad Ansari,Geeta Bali,Moti Lal,Comedy,1950,66,Good,26.567321158851986,1
Gaj Gauri,1958,131.0,Drama,6.6,55.0,Anand Kumar,Sulochana Latkar,Shahu Modak,Nana Palsikar,Drama,1950,66,Good,26.567321158851986,1
Ghar Grihasti,1958,131.0,"Drama, Family",6.6,55.0,Gunjal,Balraj Sahni,Shanta Hublikar,Randhir,Drama,1950,66,Good,26.567321158851986,2
Haria,1958,131.0,Drama,6.6,55.0,Dhirubhai Desai,C.S. Dubey,Marginanini,Unknown,Drama,1950,66,Good,26.567321158851986,1
Hum Bhi Kuchh Kum Nahin,1958,131.0,Drama,6.6,55.0,Ameeta,Sumitra Devi,Majnu,Ranjan,Drama,1950,66,Good,26.567321158851986,1
Insaf Kahan Hain,1958,131.0,Drama,6.6,55.0,Unknown,Unknown,Unknown,Unknown,Drama,1950,66,Good,26.567321158851986,1
Kabhi Andhera Kabhi Ujala,1958,131.0,"Drama, Family",6.6,55.0,C.P. Dixit,Kishore Kumar,Nutan,Kumkum,Drama,1950,66,Good,26.567321158851986,2
Kal Kya Hoga,1958,131.0,Drama,6.6,55.0,Manher Desai,Anita Guha,Heera Sawant,Shammi,Drama,1950,66,Good,26.567321158851986,1
Karigar,1958,136.0,Drama,6.6,55.0,Vasant Joglekar,Ashok Kumar,Nirupa Roy,Om Prakash,Drama,1950,66,Good,26.567321158851986,1
Lala Rukh,1958,131.0,"Drama, Romance",6.6,55.0,Akhtar Siraj,Talat Mahmood,Shyama,Vikram Kapoor,Drama,1950,66,Good,26.567321158851986,2
Malik,1958,131.0,"Drama, Family",6.6,55.0,S.M. Yusuf,Talat Mahmood,Suraiya,Jeevan,Drama,1950,66,Good,26.567321158851986,2
Matwala,1958,131.0,Comedy,6.6,55.0,Anjali Devi,Ranjan,Unknown,Unknown,Comedy,1950,66,Good,26.567321158851986,1
Mausi,1958,131.0,Drama,6.6,55.0,Ramesh Deo,Sumati Gupte,Baburao Pendharkar,Unknown,Drama,1950,66,Good,26.567321158851986,1
Milan,1958,131.0,Drama,6.6,55.0,Kedar Kapoor,Ajit,Helen,Daisy Irani,Drama,1950,66,Good,26.567321158851986,1
Miss 58,1958,131.0,Comedy,6.6,55.0,Karan Dewan,Ram Mohan,Kumari Naaz,Om Prakash,Comedy,1950,66,Good,26.567321158851986,1
Mr. Qartoon M. A.,1958,131.0,Comedy,6.6,55.0,Shyama,Johnny Walker,Mehmood,Kumkum,Comedy,1950,66,Good,26.567321158851986,1
Mujrim,1958,131.0,"Drama, Thriller",6.6,21.0,O.P. Ralhan,Shammi Kapoor,Ragini,Shubha Khote,Drama,1950,66,Good,20.400880192164884,2
Pati Parmeshwar,1958,131.0,"Drama, Family",6.6,55.0,Manno Desai,Ajit,Sabita Chatterjee,Manher Desai,Drama,1950,66,Good,26.567321158851986,2
Phagun,1958,131.0,"Comedy, Drama, Musical",6.6,35.0,Bibhuti Mitra,Madhubala,Bharat Bhushan,Jeevan,Comedy,1950,66,Good,23.651224993810324,3
Raj Sinhasan,1958,131.0,"Drama, History",6.6,55.0,Kundan Kumar,Ameeta,Mahipal,Ram Mohan,Drama,1950,66,Good,26.567321158851986,2
Raja Beta,1958,131.0,Drama,6.6,55.0,Unknown,Unknown,Unknown,Unknown,Drama,1950,66,Good,26.567321158851986,1
Ram Bhakti,1958,131.0,Drama,6.6,55.0,Unknown,Unknown,Unknown,Unknown,Drama,1950,66,Good,26.567321158851986,1
Sanskar,1958,131.0,"Drama, Family",6.6,55.0,Chaturbhuj Doshi,Anand Kumar,Ameeta,Chand Usmani,Drama,1950,66,Good,26.567321158851986,2
Taqdeer,1958,131.0,"Drama, Family",6.6,55.0,A.S. Arora,Karan Dewan,Shyama,Madan Puri,Drama,1950,66,Good,26.567321158851986,2
Taxi 555,1958,131.0,Drama,6.6,55.0,Lekhraj Bhakri,Pradeep Kumar,Shakila,Azra,Drama,1950,66,Good,26.567321158851986,1
Teerth Yatra,1958,131.0,Drama,6.6,55.0,Jaymala Adarsh,Indira Bansal,Mahipal,Nana Palsikar,Drama,1950,66,Good,26.567321158851986,1
Devar Bhabhi,1958,131.0,Drama,6.5,6.0,Kedar Kapoor,Rajendra Kumar,Leela Mishra,Ram Mohan,Drama,1950,66,Good,12.648415968859537,1
Maya Bazaar,1958,150.0,"Adventure, Fantasy",6.5,21.0,Babubhai Mistry,Mahipal,Anita Guha,Raj Kumar,Adventure,1950,66,Good,20.091775946829053,2
Raagini,1958,128.0,"Drama, Family",6.5,10.0,Rakhan,Ashok Kumar,Kishore Kumar,Padmini,Drama,1950,66,Good,15.58631927318941,2
Aakhri Dao,1958,131.0,Comedy,6.4,16.0,Mahesh Kaul,Nutan,Shekhar,Jeevan,Comedy,1950,66,Good,18.132565401959784,1
Detective,1958,114.0,Mystery,6.4,15.0,Shakti Samanta,Pradeep Kumar,Mala Sinha,Johnny Walker,Mystery,1950,66,Good,17.7445678223346,1
Post Box 999,1958,115.0,"Action, Mystery",6.4,29.0,Ravindra Dave,Sunil Dutt,Shakila,Leela Chitnis,Action,1950,66,Good,21.767663242637795,2
Al Hilal,1958,131.0,"Action, Adventure, Fantasy",6.300000000000001,55.0,Mahipal,Shakila,Master Romi,Hiralal,Action,1950,66,Good,25.359715651631447,3
Amar Samadhi,1958,131.0,Action,6.300000000000001,55.0,Shahu Modak,Shyama,Unknown,Unknown,Action,1950,66,Good,25.359715651631447,1
Baghi Sipahi,1958,131.0,"Action, Drama, History",6.300000000000001,55.0,Bhagwan Das Varma,Madhubala,Chandrashekhar,Gope,Action,1950,66,Good,25.359715651631447,3
Bhola Shikar,1958,131.0,Action,6.300000000000001,55.0,Aakkoo,Kamran,Naazi,Unknown,Action,1950,66,Good,25.359715651631447,1
Chaubees Ghante,1958,131.0,Action,6.300000000000001,55.0,Dwarka Khosla,Prem Nath,Shakila,K.N. Singh,Action,1950,66,Good,25.359715651631447,1
Miss Punjab Mail,1958,131.0,Action,6.300000000000001,55.0,Daljeet,Hiralal,Nishi,Shammi,Action,1950,66,Good,25.359715651631447,1
Miss Toofan Mail,1958,131.0,Action,6.300000000000001,55.0,B.J. Patel,Habib,Ranjan Kapoor,Mehroo,Action,1950,66,Good,25.359715651631447,1
Mr. Q,1958,131.0,"Action, Adventure",6.300000000000001,55.0,Kalpataru,Amarnath,Master Bhagwan,Nazir Kashmiri,Action,1950,66,Good,25.359715651631447,2
Princess Saba,1958,131.0,Action,6.300000000000001,55.0,R.K. Rehman,Kamran,Nazima,Unknown,Action,1950,66,Good,25.359715651631447,1
Rifle Girl,1958,131.0,Action,6.300000000000001,55.0,B.J. Patel,Rajan Kapoor,Mehroo,Nilofer,Action,1950,66,Good,25.359715651631447,1
Zindagi Ya Toofan,1958,131.0,Drama,6.3,7.0,Nakhshab Jarchavi,Pradeep Kumar,Minoo Mumtaz,Nutan,Drama,1950,66,Good,13.100481712582965,1
Dulhan,1958,131.0,Drama,6.2,5.0,V.M. Vyas,Nirupa Roy,Raaj Kumar,Nanda,Drama,1950,66,Good,11.10890870921394,1
Night Club,1958,137.0,"Crime, Drama",6.2,5.0,Naresh Saigal,Ashok Kumar,Kamini Kaushal,Mubarak,Crime,1950,66,Good,11.10890870921394,2
Police,1958,131.0,Action,6.2,8.0,Kalidas,Pradeep Kumar,Madhubala,Nadira,Action,1950,66,Good,13.622792379484562,1
Aji Bas Shukriya,1958,131.0,"Comedy, Drama, Musical",6.1,11.0,Mohammed Hussain,Geeta Bali,Suresh,Johnny Walker,Comedy,1950,66,Good,15.1579305637068,3
Samrat Chandragupt,1958,105.0,"Adventure, Drama, History",6.1,15.0,Babubhai Mistry,Nirupa Roy,Bharat Bhushan,B.M. Vyas,Adventure,1950,66,Good,16.912791205662664,3
Sitaron Se Aage,1958,131.0,"Drama, Musical",6.1,10.0,Satyen Bose,Ashok Kumar,Rajasulochana,Johnny Walker,Drama,1950,66,Good,14.62716116407006,2
Chetak & Rana,1958,131.0,History,6.05,55.0,Sultan,Amarnath,Kamran,Neeru,History,1950,66,Good,24.353377728947656,1
Lighthouse,1958,132.0,Thriller,6.05,55.0,G.P. Sippy,Ashok Kumar,Nutan,Johnny Walker,Thriller,1950,66,Good,24.353377728947656,1
Virsa and the Magic Doll,1958,131.0,Documentary,6.05,55.0,Santi P. Choudhury,Unknown,Unknown,Unknown,Documentary,1950,66,Good,24.353377728947656,1
Chal Baaz,1958,131.0,Action,6.0,8.0,Nanabhai Bhatt,Nirupa Roy,Paidi Jairaj,Nishi,Action,1950,66,Average,13.183347464017316,1
Do Phool,1958,161.0,"Drama, Family",6.0,7.0,Abdul Rashid Kardar,Kumari Naaz,Master Romi,Vijaya Choudhury,Drama,1950,66,Average,12.476649250079014,2
Jailor,1958,131.0,"Crime, Drama",6.0,12.0,Sohrab Modi,Sohrab Modi,Geeta Bali,Abhi Bhattacharya,Crime,1950,66,Average,15.389696144769221,2
Sone Ki Chidiya,1958,171.0,"Drama, Romance",6.0,34.0,Shaheed Latif,Talat Mahmood,Balraj Sahni,Nutan,Drama,1950,66,Average,21.332088368936482,2
Sohni Mahiwal,1958,104.0,"Musical, Romance",5.9,9.0,Raja Nawathe,Bharat Bhushan,Nimmi,Om Prakash,Musical,1950,66,Average,13.585252048664872,2
Japani Gudiya,1958,131.0,Romance,5.8,55.0,Unknown,Unknown,Unknown,Unknown,Romance,1950,66,Average,23.34703980626387,1
Jisne Tera Naam Liya,1958,131.0,Romance,5.8,55.0,Unknown,Unknown,Unknown,Unknown,Romance,1950,66,Average,23.34703980626387,1
Kamini,1958,131.0,Romance,5.8,55.0,Unknown,Unknown,Unknown,Unknown,Romance,1950,66,Average,23.34703980626387,1
Khazanchi,1958,51.0,Romance,5.8,12.0,Prem Narayan Arora,Shyama,Balraj Sahni,Chitra,Romance,1950,66,Average,14.876706273276913,1
Pehla Pehla Pyar,1958,131.0,Romance,5.8,55.0,Nanubhai Vakil,Daljeet,Nadira,Unknown,Romance,1950,66,Average,23.34703980626387,1
Piyaa,1958,131.0,Romance,5.8,55.0,Unknown,Unknown,Unknown,Unknown,Romance,1950,66,Average,23.34703980626387,1
Shikwa,1958,131.0,Romance,5.8,55.0,Aruna Irani,Dilip Kumar,Nutan,Ramesh Saigal,Romance,1950,66,Average,23.34703980626387,1
Sahara,1958,135.0,"Drama, Family",5.6,17.0,Lekhraj Bhakri,Meena Kumari,M. Rajan,Kuldip Kaur,Drama,1950,66,Average,16.18608184421852,2
Sachche Ka Bol Bala,1958,131.0,"Adventure, Drama",5.449999999999999,55.0,Master Bhagwan,Master Bhagwan,Chandrashekhar,Shyam Kumar,Adventure,1950,66,Average,21.93816671450656,2
Mehndi,1958,131.0,"Drama, Family",5.3,6.0,S.M. Yusuf,Ajit,Jayashree,Veena,Drama,1950,66,Average,10.31332378999316,2
Zimbo,1958,142.0,"Adventure, Drama, Thriller",4.8,9.0,Homi Wadia,Chitra,Azaad Irani,Krishna Kumari,Adventure,1950,66,Average,11.05240844637142,3
Khota Paisa,1958,145.0,Drama,4.7,7.0,M. Sadiq,Johnny Walker,Shyama,Jeevan,Drama,1950,66,Average,9.77337524589523,1
Piya Milan,1958,132.0,"Action, Adventure, Drama",4.5,8.0,T.R. Raghunath,Vyjayanthimala,Rajasulochana,M.N. Rajam,Action,1950,66,Average,9.887510598012987,3
Son of Sinbad,1958,131.0,Adventure,2.3,24.0,Nanabhai Bhatt,Master Bhagwan,Kuldip Kaur,Prem Nath,Adventure,1950,66,Flop,7.403414397196861,1
Do Ankhen Barah Haath,1957,143.0,"Comedy, Crime, Drama",8.4,1710.0,Shantaram Rajaram Vankudre,Shantaram Rajaram Vankudre,Sandhya,Ulhas,Comedy,1950,67,Excellent,62.53659950069443,3
Pyaasa,1957,146.0,"Drama, Musical, Romance",8.4,5823.0,Guru Dutt,Guru Dutt,Waheeda Rehman,Mala Sinha,Drama,1950,67,Excellent,72.82583775496279,3
Fashion,1957,148.0,"Drama, Family",8.0,9.0,Lekhraj Bhakri,Pradeep Kumar,Manoj Kumar,Mala Sinha,Drama,1950,67,Excellent,18.420680743952367,2
Mother India,1957,172.0,"Drama, Musical, Family",8.0,8788.0,Mehboob Khan,Nargis,Sunil Dutt,Rajendra Kumar,Drama,1950,67,Excellent,72.65004974851716,3
Naya Daur,1957,173.0,"Drama, Musical, Romance",8.0,1102.0,B.R. Chopra,Dilip Kumar,Vyjayanthimala,Ajit,Drama,1950,67,Excellent,56.04631215402802,3
Ab Dilli Dur Nahin,1957,133.0,Drama,7.6,80.0,Amar Kumar,Master Romi,Sulochana Latkar,Lala Yaqoob,Drama,1950,67,Excellent,33.39781357551053,1
Apradhi Kaun?,1957,131.0,Mystery,7.5,68.0,Asit Kumar Sen,Abhi Bhattacharya,Mala Sinha,Gajanan Jagirdar,Mystery,1950,67,Good,31.75579878447945,1
Miss India,1957,148.0,Drama,7.5,17.0,I.S. Johar,Nargis,Pradeep Kumar,Pran,Drama,1950,67,Good,21.677788184221235,1
Dekh Kabira Roya,1957,141.0,"Comedy, Romance",7.4,29.0,Amiya Chakrabarty,Anita Guha,Anoop Kumar,Jawahar Kaul,Comedy,1950,67,Good,25.168860624299953,2
Ek Jhalak,1957,131.0,"Drama, Family",7.4,5.0,Kalidas,Pradeep Kumar,Rajendra Kumar,Vyjayanthimala,Drama,1950,67,Good,13.259020072287607,2
Musafir,1957,149.0,Drama,7.4,100.0,Hrishikesh Mukherjee,Shekhar,Suchitra Sen,Bipin Gupta,Drama,1950,67,Good,34.151891824625324,1
Ek Saal,1957,134.0,"Drama, Family, Romance",7.3,37.0,Devendra Goel,Ashok Kumar,Madhubala,Johnny Walker,Drama,1950,67,Good,26.554378966002616,3
Mirza Sahiban,1957,119.0,Romance,7.3,27.0,Ravi Kapoor,Shyama,Shammi Kapoor,Ram Singh,Romance,1950,67,Good,24.325092924278987,1
Bansari Bala,1957,119.0,Romance,7.25,55.0,Nanubhai Vakil,Chitra,Daljeet,Krishna Kumari,Romance,1950,67,Good,29.183799757829835,1
Mera Salaam,1957,131.0,Romance,7.25,55.0,Harbans,Bharat Bhushan,Bina Rai,K.N. Singh,Romance,1950,67,Good,29.183799757829835,1
Baarish,1957,133.0,"Crime, Drama, Romance",7.2,37.0,Shankar Mukherjee,Dev Anand,Nutan,Anwar Hussain,Crime,1950,67,Good,26.190620350029977,3
Gateway of India,1957,131.0,"Comedy, Crime, Drama",7.2,43.0,J. Om Prakash,Bharat Bhushan,Pradeep Kumar,Madhubala,Comedy,1950,67,Good,27.24616536421148,3
